month_of_implementation,donor,reporting_organization_type,implementing_partner_type,state_region,township,village_tract_town,village_ward,idp_camp_site_name,specify_location_if_the_the_location_is_not_in_the_list,location_combined,location_type,rural_or_urban,humanitarian_or_development,response_plan_if_project_under_fts,project_code,fsc_main_activity,activity_description,was_nutrition_mainstreamed_in_activity,fsc_objectives,hrp_indicator,activity_status,conditionality,frequency,delivery_modality,type_of_in_kind_assistance,unit,quantity,total_value,value_per_household,value_per_individual,currency,value_per_household_usd,cash_delivery_mechanism,food_insecurity_status,food_security_indicator_used,evidence,beneficiary_type,number_child_male,number_child_female,number_adult_male,number_adult_female,number_elderly_male,number_elderly_female,number_of_reached_households,number_of_reached_beneficiaries,new_beneficiaries,people_with_disability_male,people_with_disability_female,total_number_of_people_with_disability,comments,cluster_name,country,admin1_pcode,admin2_pcode,admin3_pcode,adm1_3,adm3_4,org_code,report_org_code
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Thay Kan Gwa Son,Wet Ma Kya,NA,NA,"Thay Kan Gwa SonWet Ma Kyafood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,31.411198080000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,922,998,NA,NA,337,1920,1920,19.2,28.799999999999997,48,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Thay Kan Gwa Son,org_8004,org_2690
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,U Hla Hpay,Khe War,NA,NA,"U Hla HpayKhe Warfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.08999975,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,120,130,NA,NA,44,250,250,2.5,3.75,6.25,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-U Hla Hpay,org_5677,org_2690
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,U Hla Hpay,Taung,NA,NA,"U Hla HpayTaungfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,17.50519893,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,514,556,NA,NA,188,1070,1070,10.700000000000001,16.05,26.75,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-U Hla Hpay,org_5677,org_2690
January 2022,NA,UN agency,INGO,Rakhine,Buthidaung,U Hla Hpay,U Hla Hpay,NA,NA,"U Hla HpayU Hla Hpayfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,65.76719598,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,1930,2090,NA,NA,705,4020,4020,40.2,60.3,100.5,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-U Hla Hpay,org_5677,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Wa Ya Kyun,Doe Tan,NA,NA,"Wa Ya KyunDoe Tanfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,28.79359824,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,845,915,NA,NA,309,1760,1760,17.6,26.4,44,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Wa Ya Kyun,org_8004,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Wa Ya Kyun,Kyein Chaung,NA,NA,"Wa Ya KyunKyein Chaungfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,26.830398359999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,787,853,NA,NA,288,1640,1640,16.4,24.599999999999998,41,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Wa Ya Kyun,org_8004,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Wa Ya Kyun,Wa Ra Kyun,NA,NA,"Wa Ya KyunWa Ra Kyunfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,6.053199630000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,178,192,NA,NA,65,370,370,3.7,5.55,9.25,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Wa Ya Kyun,org_8004,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Wa Ya Kyun,Zaw Baw,NA,NA,"Wa Ya KyunZaw Bawfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,12.417239240999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,364,395,NA,NA,133,759,759,7.59,11.385,18.975,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Wa Ya Kyun,org_8004,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Wet Ma Kya (a) Zay Di Taung,Baw Li (Muslim),NA,NA,"Wet Ma Kya (a) Zay Di TaungBaw Li (Muslim)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,11.288399309999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,331,359,NA,NA,121,690,690,6.9,10.35,17.25,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Wet Ma Kya (a) Zay Di Taung,org_8004,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Wet Ma Kya (a) Zay Di Taung,Baw Li (Rakhine),NA,NA,"Wet Ma Kya (a) Zay Di TaungBaw Li (Rakhine)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,1.30879992,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,38,42,NA,NA,14,80,80,0.8,1.2,2,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Wet Ma Kya (a) Zay Di Taung,org_8004,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Wet Ma Kya (a) Zay Di Taung,Zay Di Taung (Muslim),NA,NA,"Wet Ma Kya (a) Zay Di TaungZay Di Taung (Muslim)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,8.997999449999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,264,286,NA,NA,96,550,550,5.5,8.25,13.75,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Wet Ma Kya (a) Zay Di Taung,org_8004,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Wet Ma Kya (a) Zay Di Taung,Zay Di Taung (Rakhine),NA,NA,"Wet Ma Kya (a) Zay Di TaungZay Di Taung (Rakhine)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,19.14119883,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,562,608,NA,NA,205,1170,1170,11.700000000000001,17.55,29.25,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Wet Ma Kya (a) Zay Di Taung,org_8004,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Ywet Nyo Taung,Ah Lei (Ywet Nyo Taung),NA,NA,"Ywet Nyo TaungAh Lei (Ywet Nyo Taung)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,7.361999549999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,216,234,NA,NA,79,450,450,4.5,6.75,11.25,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Ywet Nyo Taung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Ywet Nyo Taung,Myauk (Ywet Nyo Taung),NA,NA,"Ywet Nyo TaungMyauk (Ywet Nyo Taung)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,18.159598889999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,533,577,NA,NA,195,1110,1110,11.1,16.65,27.75,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Ywet Nyo Taung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Buthidaung,Ywet Nyo Taung,Taung (Ywet Nyo Taung),NA,NA,"Ywet Nyo TaungTaung (Ywet Nyo Taung)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,22.74039861,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,667,723,NA,NA,244,1390,1390,13.9,20.849999999999998,34.75,NA,NA,NA,MMR012,NA,MMR012010,Rakhine-Buthidaung,Buthidaung-Ywet Nyo Taung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,(Du) Nyaung Pin Gyi,Du Nyaung Bin Gyi (East),NA,NA,"(Du) Nyaung Pin GyiDu Nyaung Bin Gyi (East)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.1267998699999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,62,68,NA,NA,23,130,130,1.3,1.95,3.25,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-(Du) Nyaung Pin Gyi,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,(Du) Nyaung Pin Gyi,Du Nyaung Bin Gyi (Middle),NA,NA,"(Du) Nyaung Pin GyiDu Nyaung Bin Gyi (Middle)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.208599865,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,65,70,NA,NA,24,135,135,1.35,2.025,3.375,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-(Du) Nyaung Pin Gyi,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,(Du) Nyaung Pin Gyi,Du Nyaung Bin Gyi (North),NA,NA,"(Du) Nyaung Pin GyiDu Nyaung Bin Gyi (North)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.372199855,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,70,75,NA,NA,25,145,145,1.45,2.175,3.625,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-(Du) Nyaung Pin Gyi,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,(Du) Nyaung Pin Gyi,Du Nyaung Bin Gyi (South),NA,NA,"(Du) Nyaung Pin GyiDu Nyaung Bin Gyi (South)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.498999724999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,132,143,NA,NA,48,275,275,2.75,4.125,6.875,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-(Du) Nyaung Pin Gyi,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Ah Lel Than Kyaw,Maw Tu Lar,NA,NA,"Ah Lel Than KyawMaw Tu Larfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.94479982,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,86,94,NA,NA,32,180,180,1.8,2.6999999999999997,4.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Ah Lel Than Kyaw,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Ah Lel Than Kyaw,Zay Kone Tan,NA,NA,"Ah Lel Than KyawZay Kone Tanfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.208599865,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,65,70,NA,NA,24,135,135,1.35,2.025,3.375,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Ah Lel Than Kyaw,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Aung Zan,Aung Zan,NA,NA,"Aung ZanAung Zanfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.17159994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,29,31,NA,NA,11,60,60,0.6,0.8999999999999999,1.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Aung Zan,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Aung Zan,Aung Zan (Die Nat),NA,NA,"Aung ZanAung Zan (Die Nat)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.2859999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,48,52,NA,NA,18,100,100,1,1.5,2.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Aung Zan,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Done Paik (Aung Seik Pyin),Ran Aung Pyin (NaTaLa),NA,NA,"Done Paik (Aung Seik Pyin)Ran Aung Pyin (NaTaLa)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,10.143199379999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,298,322,NA,NA,109,620,620,6.2,9.299999999999999,15.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Done Paik (Aung Seik Pyin),org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,In Tu Lar,Aung Chan Thar,NA,NA,"In Tu LarAung Chan Tharfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.45759984000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,77,83,NA,NA,28,160,160,1.6,2.4,4,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-In Tu Lar,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,In Tu Lar,Baw Tu Lar(Bandoola),NA,NA,"In Tu LarBaw Tu Lar(Bandoola)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.815099715,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,137,148,NA,NA,50,285,285,2.85,4.2749999999999995,7.125,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-In Tu Lar,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Kar Lar Day Hpet,Aung Tha Pyay(Na Ta La),NA,NA,"Kar Lar Day HpetAung Tha Pyay(Na Ta La)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,10.63399935,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,312,338,NA,NA,114,650,650,6.5,9.75,16.25,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Kar Lar Day Hpet,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Kha Maung Seik,Kha Maung Seik Ashay,NA,NA,"Kha Maung SeikKha Maung Seik Ashayfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,8.343599489999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,245,265,NA,NA,89,510,510,5.1000000000000005,7.6499999999999995,12.75,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Kha Maung Seik,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Kha Maung Seik,Min Kha Maung (NaTaLa),NA,NA,"Kha Maung SeikMin Kha Maung (NaTaLa)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,5.5623996600000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,163,177,NA,NA,60,340,340,3.4,5.1,8.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Kha Maung Seik,org_3486,org_2690
